term_desc,Year,Emplid,academic_organization_desc,subject,Catalog_Nbr,course_id,class_nbr,ssr_component,Primary_Component_Ind,Enrollment_Capacity,Total_Over_Capacity,Instruction_Mode_Desc,Instructor_Role
Winter,2019,4067780,Dept of Computer Science,ISEC,643,164145,16458,LEC,Y,35,0.057142857,In Person,PI
Winter,2020,10031885,Faculty of Science,ENSC,505,150163,25438,LAB,Y,1,1,Independent Study,PI
Winter,2019,208151,Dept of Biological Sciences,BIOL,451,103241,12708,LEC,Y,108,0.916666667,In Person,AL
Fall,2021,0,Dept of Physics & Astronomy,PHYS,227,160444,70675,LAB,N,24,0.875,Web-Based Instruction,
Winter,2020,0,Dept of Physics & Astronomy,PHYS,229,164372,24550,LAB,N,24,0.958333333,In Person,
Winter,2021,0,Dept of Physics & Astronomy,PHYS,223,132698,10566,LAB,N,24,0.208333333,Web-Based Instruction,
Winter,2021,4067737,Dept of Biological Sciences,ZOOL,595,140021,10650,LEC,Y,30,0.8,Web-Based Instruction,PI
Fall,2019,503872,Department of Geoscience,GLGY,527,122299,76613,LAB,N,10,0.8,In Person,PI
Fall,2017,10169221,Dept of Computer Science,CPSC,449,161195,72496,TUT,N,25,1,In Person,TA
Winter,2021,10177100,Dept of Physics & Astronomy,MDPH,712B,161403,11124,LAB,Y,2,0.5,Blended Learning,PI
Fall,2021,4211772,Dept of Biological Sciences,BIOL,601.01,104058,70146,SEM,Y,50,0.34,Blended Learning,PI
Spring,2022,0,Dept of Math & Stats,MATH,375,162787,1171,TUT,N,60,0.983333333,In Person,
Fall,2017,30026366,Dept of Math & Stats,MATH,211,125983,71023,LAB,N,40,1,In Person,PI
Fall,2018,0,Dept of Physics & Astronomy,PHYS,221,132696,71765,LAB,N,6,1,In Person,
Fall,2018,4065122,Dept of Math & Stats,DATA,305,163975,76034,LEC,Y,30,0.366666667,In Person,PI
Fall,2017,10180622,Dept of Physics & Astronomy,PHYS,365,162994,73547,LEC,Y,288,1.135416667,In Person,PI
Summer,2020,4053308,Dept of Biological Sciences,BIOL,305,103208,50262,LEC,Y,100,0.9,Web-Based Instruction,PI
Fall,2019,4110900,Dept of Biological Sciences,BIOL,607,150034,76859,LAB,Y,1,1,Independent Study,PI
Fall,2020,4022881,Faculty of Science,ENSC,505,150163,77183,LAB,Y,1,1,Web-Based Instruction,PI
Winter,2020,30035928,Dept of Math & Stats,MATH,315,163980,22940,TUT,N,60,0.866666667,In Person,PI
Fall,2018,4210591,Dept of Math & Stats,MATH,335,162286,72118,LEC,Y,100,0.76,In Person,PI
Fall,2020,0,Dept of Math & Stats,STAT,213,139100,70041,LAB,N,30,1,Web-Based Instruction,
Winter,2020,0,Dept of Chemistry,CHEM,371,104842,18806,TUT,N,36,1,In Person,
Winter,2021,303370,Dept of Chemistry,CHEM,425,104871,12489,LEC,Y,60,0.683333333,Web-Based Instruction,PI
Winter,2022,0,Dept of Computer Science,CPSC,329,161618,11214,TUT,N,25,1.04,In Person,
Fall,2020,0,Dept of Physics & Astronomy,PHYS,211,132690,71277,LAB,N,16,1,Web-Based Instruction,
Winter,2018,0,Dept of Chemistry,CHEM,353,104833,10242,LAB,N,20,1,In Person,
Winter,2020,10182227,Department of Geoscience,GLGY,509,163535,25429,LAB,Y,3,1,Independent Study,PI
Winter,2019,0,Dept of Biological Sciences,BIOL,313,103213,12364,LAB,N,20,1,In Person,
Winter,2019,0,Dept of Chemistry,CHEM,203,104794,11269,LAB,N,20,0.95,In Person,
Fall,2019,10141212,Department of Geoscience,GLGY,201,122140,70578,LAB,N,18,1,In Person,PI
Fall,2017,30024875,Dept of Math & Stats,MATH,249,125996,70033,LAB,N,56,0.964285714,In Person,PI
Fall,2021,10087605,Dept of Computer Science,DATA,201,163972,73011,LEC,Y,160,0.99375,Web-Based Instruction,PI
Fall,2018,0,Dept of Physics & Astronomy,PHYS,221,132696,71756,LAB,N,9,1,In Person,
Winter,2021,0,Dept of Chemistry,CHEM,201,104793,10951,LAB,N,20,0.9,Web-Based Instruction,
Winter,2022,0,Dept of Math & Stats,STAT,217,139102,10057,LAB,N,30,1,In Person,
Winter,2021,0,Dept of Chemistry,CHEM,201,104793,11181,TUT,N,120,0.941666667,Web-Based Instruction,
Fall,2021,4278325,Dept of Chemistry,CHEM,701,150049,76824,LEC,Y,2,1,Independent Study,PI
Fall,2020,4069678,Department of Geoscience,GLGY,381,122177,70493,LAB,N,25,0.88,Web-Based Instruction,PI
Fall,2021,0,Dept of Physics & Astronomy,PHYS,221,132696,71308,LAB,N,9,1,Web-Based Instruction,
Fall,2019,30093481,Dept of Math & Stats,MATH,211,125983,70939,LAB,N,40,1,In Person,TA
Fall,2019,10117133,Dept of Computer Science,CPSC,701,150076,76749,LEC,Y,1,1,Independent Study,PI
Spring,2020,10180622,Dept of Physics & Astronomy,PHYS,211,132690,30142,LAB,N,20,1,Web-Based Instruction,PI
Winter,2020,10098700,Dept of Computer Science,CPSC,313,107194,21085,TUT,N,25,1,In Person,TA
Winter,2020,4023413,Dept of Biological Sciences,ECOL,528B,150095,25032,LAB,Y,1,1,Independent Study,AL
Winter,2019,989667,Faculty of Science,ENSC,504B,160758,16234,LAB,Y,1,1,Independent Study,PI
Spring,2020,298122,Dept of Biological Sciences,BIOL,311,103211,30031,LEC,Y,70,1,Web-Based Instruction,PI
Winter,2018,0,Dept of Biological Sciences,BIOL,243,161577,11964,LAB,N,24,0.958333333,In Person,
Fall,2017,4022881,Faculty of Science,ENSC,505,150163,77081,LAB,Y,1,1,Independent Study,PI
Winter,2020,30025850,Dept of Math & Stats,MATH,249,125996,18586,LAB,N,65,0.569230769,In Person,PI
Winter,2018,0,Dept of Biological Sciences,BIOL,451,103241,13093,TUT,N,18,0.833333333,In Person,
Winter,2022,4211772,Dept of Biological Sciences,BCEM,528B,150032,15945,LAB,Y,1,1,Independent Study,PI
Fall,2017,10133411,Dept of Computer Science,CPSC,355,161194,71744,TUT,N,25,1,In Person,TA
Fall,2018,0,Dept of Math & Stats,STAT,213,139100,70161,LAB,N,30,0.966666667,In Person,
Fall,2017,4185501,Dept of Physics & Astronomy,ASPH,503,102656,76333,LEC,Y,30,0.7,In Person,PI
Fall,2017,955615,Dept of Computer Science,CPSC,699A,107682,71142,LEC,Y,50,0.92,In Person,PI
Fall,2019,4185501,Dept of Physics & Astronomy,ASPH,305,163969,75999,LEC,Y,90,0.877777778,In Person,PI
Winter,2020,10176820,Faculty of Science,ENSC,505,150163,25436,LAB,Y,1,1,Independent Study,PI
Fall,2017,4268671,Dept of Chemistry,CHEM,701,150049,77256,LEC,Y,1,1,Independent Study,PI
Winter,2022,0,Dept of Chemistry,CHEM,203,104794,10899,LAB,N,20,1,In Person,
Winter,2022,10000559,Dept of Biological Sciences,ZOOL,528B,150489,16567,LAB,Y,1,1,Independent Research,PI
Winter,2021,0,Dept of Computer Science,CPSC,526,161621,14508,TUT,N,21,1,Web-Based Instruction,
Fall,2021,10184864,Dept of Math & Stats,DATA,603,164199,74233,LEC,Y,60,0.083333333,Web-Based Instruction,PI
Spring,2018,0,Faculty of Science,SCIE,507,160815,31424,LAB,N,16,0.9375,Field School,
Winter,2020,10001705,Dept of Biological Sciences,CMMB,507,150052,25497,LAB,Y,1,1,Independent Study,PI
Fall,2018,0,Dept of Chemistry,CHEM,311,104817,70308,LAB,N,22,0.954545455,In Person,
Winter,2018,10182397,Department of Geoscience,GLGY,445,162977,14607,LAB,N,18,0.777777778,In Person,AL
Fall,2017,10151804,Dept of Math & Stats,STAT,213,139100,70064,LAB,N,30,1,In Person,PI
Fall,2017,4067120,Faculty of Science,ENSC,401,117774,71076,LAB,Y,45,1,Field School,PI
Winter,2021,4042415,Dept of Biological Sciences,CMMB,343,105369,10237,LEC,Y,193,1,Web-Based Instruction,AL
Winter,2022,0,Dept of Biological Sciences,BIOL,315,103215,12494,LAB,N,24,1,In Person,
Fall,2017,0,Dept of Physics & Astronomy,PHYS,221,132696,71883,LAB,N,9,1,In Person,
Winter,2018,10050512,Department of Geoscience,GOPH,355,122647,10587,LAB,N,20,0.75,In Person,PI
Fall,2017,4110900,Dept of Biological Sciences,CMMB,519,105590,72261,LEC,Y,24,0.708333333,In Person,AL
Winter,2022,0,Dept of Chemistry,CHEM,203,104794,10930,LAB,N,20,0.95,In Person,
Winter,2021,0,Dept of Math & Stats,MATH,211,125983,11010,LAB,N,54,1,Web-Based Instruction,
Fall,2020,0,Dept of Biological Sciences,BIOL,241,161654,71512,LAB,N,24,0.958333333,Web-Based Instruction,
Winter,2019,4278325,Dept of Chemistry,CHEM,371,104842,10305,LEC,Y,112,0.892857143,In Person,PI
Winter,2019,10000907,Department of Geoscience,GLGY,333,162794,12612,LAB,N,16,0.8125,In Person,PI
Fall,2021,10145227,Dept of Biological Sciences,CMMB,530A,106019,77102,LAB,Y,1,1,Senior Project,PI
Fall,2017,0,Dept of Physics & Astronomy,PHYS,221,132696,71923,LAB,N,9,1,In Person,
Fall,2019,4238070,Department of Geoscience,GLGY,601,122334,72873,LAB,N,2,1,In Person,PI
Winter,2019,959240,Dept of Biological Sciences,CMMB,507,150052,16662,LAB,Y,1,1,Independent Study,AL
Winter,2020,0,Dept of Chemistry,CHEM,379,163966,22628,TUT,N,35,0.657142857,In Person,
Fall,2018,0,Dept of Chemistry,CHEM,351,104832,70342,LAB,N,20,1,In Person,
Fall,2021,10187404,Dept of Math & Stats,MATH,511,164000,73461,LEC,Y,30,0.233333333,In Person,PI
Summer,2019,4063448,Department of Geoscience,GLGY,337,122167,50236,LAB,Y,13,0.769230769,Field School,AL
Fall,2017,0,Dept of Computer Science,CPSC,503.08,163313,76112,LAB,N,30,0.066666667,In Person,
Fall,2019,0,Dept of Biological Sciences,BIOL,241,161654,71655,LAB,N,24,0.958333333,In Person,
Fall,2017,4252768,Dept of Biological Sciences,BCEM,443,102725,70174,LEC,Y,154,0.688311688,In Person,TA
Winter,2022,0,Dept of Chemistry,CHEM,471,104887,15832,LAB,N,10,1.1,In Person,
Spring,2019,10063313,Department of Geoscience,GLGY,435,160437,31175,LAB,Y,12,1,Field School,AL
Fall,2021,0,Dept of Physics & Astronomy,PHYS,397,160471,70773,LAB,N,24,0.708333333,In Person,
Fall,2017,0,Dept of Chemistry,CHEM,351,104832,70282,TUT,N,35,0.971428571,In Person,
Winter,2022,10000907,Department of Geoscience,GLGY,333,162794,11855,LAB,N,16,0.6875,In Person,PI
Summer,2022,0,Dept of Math & Stats,STAT,205,162564,1077,TUT,N,30,0.666666667,In Person,
Winter,2021,10170055,Dept of Computer Science,DATA,605,164231,15739,LEC,Y,35,0.828571429,Web-Based Instruction,PI
Winter,2021,208151,Dept of Biological Sciences,ECOL,528B,150095,16048,LAB,Y,1,6,In Person,PI
Winter,2019,0,Dept of Chemistry,CHEM,209,104797,11194,LAB,N,20,1,In Person,
Winter,2021,0,Dept of Math & Stats,STAT,213,139100,10054,LAB,N,35,1,Web-Based Instruction,
Winter,2021,0,Dept of Computer Science,DATA,201,163972,13366,LAB,N,32,1,Web-Based Instruction,
Winter,2021,0,Dept of Biological Sciences,BIOL,331,103218,11014,TUT,N,27,0.962962963,Web-Based Instruction,
Summer,2021,0,Dept of Math & Stats,MATH,331,126015,50837,TUT,N,65,0.723076923,Web-Based Instruction,
Fall,2018,0,Dept of Chemistry,CHEM,203,104794,74603,LAB,N,35,0.085714286,In Person,
Fall,2021,0,Dept of Biological Sciences,ZOOL,461,139504,70644,LAB,N,24,0.958333333,Web-Based Instruction,
Winter,2020,30034717,Dept of Computer Science,CPSC,449,161195,20394,TUT,N,27,1,In Person,TA
Winter,2022,0,Dept of Physics & Astronomy,PHYS,223,132698,11051,LAB,N,24,0.875,In Person,
Winter,2021,0,Dept of Chemistry,CHEM,203,104794,10974,LAB,N,20,1,Web-Based Instruction,
Winter,2018,0,Dept of Chemistry,CHEM,203,104794,11331,LAB,N,20,0.95,In Person,
Winter,2019,0,Dept of Chemistry,CHEM,471,104887,11283,LAB,N,10,0.9,In Person,
Fall,2017,322975,Faculty of Science,SCIE,601,163839,76944,LEC,Y,30,0.766666667,In Person,AL
Winter,2018,10028494,Department of Geoscience,GLGY,599,160616,16883,LAB,N,1,1,Independent Study,PI
Spring,2019,0,Dept of Math & Stats,STAT,213,139100,30072,LAB,N,30,0.766666667,In Person,
Fall,2021,10028751,Department of Geoscience,GLGY,313,162793,71973,LAB,N,17,0.764705882,In Person,PI
Winter,2018,10177722,Faculty of Science,SCIE,301,161942,12223,LEC,Y,70,0.985714286,In Person,PI
Winter,2022,0,Dept of Biological Sciences,BIOL,243,161577,11303,LAB,N,24,1,In Person,
Winter,2018,0,Dept of Physics & Astronomy,PHYS,223,132698,10733,LAB,N,24,0.291666667,In Person,
Fall,2018,4187716,Dept of Biological Sciences,CMMB,530A,106019,76254,LAB,Y,15,0.733333333,In Person,AL
Fall,2017,10181145,University of Calgary - Qatar,CPSC,203,107154,76771,TUT,N,26,0.961538462,In Person,PI
Fall,2017,10012078,Dept of Math & Stats,MATH,211,125983,70015,LEC,Y,230,0.97826087,In Person,PI
Fall,2019,10168579,Dept of Math & Stats,MATH,275,162784,72423,LAB,N,77,0.922077922,In Person,TA
Fall,2017,0,Dept of Physics & Astronomy,PHYS,397,160471,71097,LAB,N,18,0.888888889,In Person,
Winter,2019,4074526,Dept of Biological Sciences,PLBI,401,162801,12645,LEC,Y,55,0.945454545,In Person,PI
Winter,2020,0,Dept of Chemistry,CHEM,353,104833,18774,LAB,N,20,0.95,In Person,
Fall,2017,10152259,Dept of Math & Stats,MATH,211,125983,70019,LAB,N,57,1,In Person,PI
Fall,2018,4037768,Dept of Physics & Astronomy,PHYS,597,132816,70856,LEC,Y,24,0.75,In Person,PI
Fall,2017,30027756,Dept of Math & Stats,AMAT,433,100159,70010,TUT,N,65,0.415384615,In Person,PI
Fall,2021,961922,Dept of Biological Sciences,BIOL,601.11,161699,71638,SEM,Y,50,0.3,Blended Learning,PI
Summer,2019,4211772,Dept of Biological Sciences,BCEM,530B,103090,50860,LAB,Y,1,1,Senior Project,PI
Fall,2021,10177100,Dept of Physics & Astronomy,MDPH,721A,161373,71650,LAB,Y,5,0.4,In Person,PI
Winter,2020,4269241,Dept of Biological Sciences,BCEM,507,150031,25470,LAB,Y,1,1,Independent Study,AL
Winter,2020,0,Dept of Biological Sciences,BIOL,313,103213,18713,LAB,N,20,1,In Person,
Fall,2021,2005009,Dept of Math & Stats,MATH,502,163998,76822,LEC,Y,1,2,In Person,AL
Fall,2020,4253595,Dept of Biological Sciences,ECOL,425,108946,70317,LEC,Y,48,0.9375,Web-Based Instruction,PI
Fall,2020,4012525,Dept of Biological Sciences,ZOOL,530A,139996,76341,LAB,Y,1,5,Senior Project,PI
Fall,2018,10104407,Dept of Computer Science,CPSC,359,162328,72254,TUT,N,20,1,In Person,PI
Fall,2020,10185040,Dept of Math & Stats,MATH,401,161664,77268,LEC,Y,3,1,Web-Based Instruction,PI
Winter,2021,0,Dept of Chemistry,CHEM,353,104833,10198,LAB,N,20,0.85,Web-Based Instruction,
Winter,2019,10182397,Department of Geoscience,GLGY,445,162977,13411,LAB,N,18,0.944444444,In Person,PI
Winter,2019,0,Dept of Biological Sciences,BIOL,313,103213,10215,LAB,N,20,1,In Person,
Fall,2020,10094562,University of Calgary - Qatar,STAT,205,162564,73407,TUT,N,36,0.972222222,Web-Based Instruction,PI
Fall,2020,4044752,Department of Geoscience,GLGY,510A,150511,77182,LAB,Y,1,1,Web-Based Instruction,PI
Winter,2019,0,Dept of Biological Sciences,BCEM,393,102715,10200,LAB,N,20,1.1,In Person,
Fall,2019,4125465,Dept of Biological Sciences,PLBI,507,162804,76952,LAB,Y,1,1,Independent Study,PI
Fall,2019,30019735,Dept of Math & Stats,STAT,213,139100,70133,LAB,N,30,0.966666667,In Person,PI
Winter,2020,0,Dept of Chemistry,CHEM,203,104794,19639,LAB,N,20,1,In Person,
Winter,2018,10167991,Department of Geoscience,GLGY,343,162795,12988,LAB,N,20,0.75,In Person,PI
Fall,2020,315174,Dept of Chemistry,CHEM,203,104794,76100,LAB,N,20,0.8,Web-Based Instruction,PI
Winter,2018,0,Dept of Chemistry,CHEM,203,104794,11342,LAB,N,20,1,In Person,
Winter,2021,0,Dept of Computer Science,CPSC,217,160416,16845,TUT,N,31,1,Web-Based Instruction,
Spring,2019,0,Dept of Physics & Astronomy,PHYS,221,132696,30179,LAB,N,6,1,In Person,
Fall,2017,4061969,Dept of Math & Stats,MATH,311,126009,70050,LEC,Y,120,0.966666667,In Person,PI
Fall,2020,4060445,Dept of Chemistry,CHEM,559,104927,70869,TUT,N,20,1,Web-Based Instruction,PI
Fall,2020,0,Dept of Physics & Astronomy,PHYS,221,132696,71448,LAB,N,16,0.9375,Web-Based Instruction,
Spring,2018,0,Dept of Chemistry,CHEM,357,104837,31175,TUT,N,40,0.75,In Person,
Winter,2022,10000559,Dept of Biological Sciences,BIOL,530B,163276,16565,LAB,Y,1,1,Senior Project,PI
Fall,2021,30046414,Dept of Math & Stats,MATH,275,162784,76139,LEC,Y,100,0.7,In Person,PI
Fall,2017,10054838,Dept of Chemistry,CHEM,311,104817,70231,LAB,N,24,1,In Person,TA
Winter,2022,0,Dept of Computer Science,CPSC,233,107165,11968,TUT,N,24,1,In Person,
Spring,2021,0,Dept of Physics & Astronomy,PHYS,211,132690,30131,LAB,N,18,0.722222222,Web-Based Instruction,
Winter,2021,4195535,Dept of Biological Sciences,BIOL,331,103218,10142,LEC,Y,432,0.960648148,Web-Based Instruction,AL
Fall,2017,30047856,Dept of Math & Stats,MATH,249,125996,70041,LAB,N,56,0.982142857,In Person,PI
Winter,2018,4044752,Department of Geoscience,GLGY,510B,150233,16874,LAB,Y,1,1,Independent Study,PI
Fall,2019,0,Dept of Biological Sciences,BCEM,443,102725,75797,TUT,N,18,1,In Person,
Winter,2020,4211772,Dept of Biological Sciences,BCEM,507,150031,25543,LAB,Y,1,1,Independent Study,AL
Winter,2021,0,Dept of Math & Stats,STAT,213,139100,11003,LAB,N,35,1,Web-Based Instruction,
Fall,2020,4188040,Dept of Biological Sciences,BIOL,241,161654,71468,LEC,Y,402,0.990049751,Web-Based Instruction,AL
Winter,2018,0,Dept of Biological Sciences,BIOL,243,161577,11958,LAB,N,24,1,In Person,
Fall,2019,10141212,Department of Geoscience,GLGY,201,122140,70582,LAB,N,18,0.944444444,In Person,PI
Spring,2020,4238106,Department of Geoscience,GLGY,703,122407,31387,LAB,Y,1,1,Independent Study,PI
Fall,2021,10191159,Dept of Math & Stats,MATH,265,162782,71890,LEC,Y,180,0.938888889,In Person,PI
Fall,2019,4060445,Dept of Chemistry,CHEM,351,104832,70315,TUT,N,35,0.628571429,In Person,PI
Fall,2019,0,Dept of Chemistry,CHEM,559,104927,70334,TUT,N,20,1,In Person,
Fall,2021,0,Dept of Biological Sciences,MRSC,507,128808,70532,LAB,Y,1,1,In Person,
Fall,2019,0,Dept of Physics & Astronomy,PHYS,221,132696,71613,LAB,N,2,0.5,In Person,
Fall,2021,10009882,Department of Geoscience,GLGY,209,122143,70445,LEC,Y,300,0.996666667,Web-Based Instruction,PI
Winter,2022,10009882,Department of Geoscience,GLGY,209,122143,12614,LEC,Y,350,0.965714286,In Person,PI
Fall,2019,0,Dept of Chemistry,CHEM,209,104797,70251,TUT,N,40,0.95,In Person,
Fall,2019,0,Dept of Biological Sciences,BIOL,311,103211,70215,LAB,N,25,1,In Person,
Fall,2021,0,Dept of Biological Sciences,BIOL,241,161654,71361,LAB,N,26,0.961538462,Web-Based Instruction,
Fall,2019,4069678,Department of Geoscience,GLGY,510A,150511,76996,LAB,Y,1,1,Independent Study,AL
Fall,2021,507772,Dept of Computer Science,CPSC,530,161622,74082,LEC,Y,56,0.803571429,Web-Based Instruction,PI
Summer,2019,0,Dept of Biological Sciences,BIOL,607,150034,51004,LAB,Y,1,1,Independent Study,
Winter,2018,4073451,Dept of Chemistry,CHEM,701,150049,17167,LEC,Y,2,1,Independent Study,PI
Winter,2022,0,Dept of Biological Sciences,BCEM,393,102715,10111,LAB,N,20,0.95,In Person,
Fall,2021,0,Dept of Biological Sciences,BIOL,311,103211,70125,LAB,N,24,1,Web-Based Instruction,
Winter,2020,10028494,Department of Geoscience,GLGY,660,164111,23159,LAB,N,2,1.5,In Person,PI
Spring,2022,4204011,Dept of Computer Science,ISEC,681A,165247,2168,LEC,Y,25,0.28,In Person,PI
Fall,2017,4165031,Dept of Biological Sciences,CMMB,565,162111,72151,LEC,Y,15,0.333333333,In Person,PI
Winter,2022,0,Dept of Biological Sciences,BIOL,243,161577,11307,LAB,N,24,1,In Person,
Winter,2019,10038101,Dept of Biological Sciences,ECOL,528B,150095,16227,LAB,Y,1,1,Independent Study,PI
Winter,2022,0,Dept of Math & Stats,MATH,205,125980,10005,LAB,N,50,0.98,In Person,
Winter,2022,0,Dept of Chemistry,CHEM,209,104797,10856,LAB,N,20,1,In Person,
Fall,2021,10167991,Department of Geoscience,GLGY,201,122140,70441,LAB,N,20,0.95,In Person,PI
Fall,2018,0,Dept of Chemistry,CHEM,201,104793,71218,LAB,N,20,1,In Person,
Fall,2017,0,Dept of Physics & Astronomy,PHYS,211,132690,71749,LAB,N,15,0.866666667,In Person,
Fall,2021,10176416,Dept of Biological Sciences,BCEM,443,102725,73379,LEC,Y,110,0.654545455,Web-Based Instruction,PI
Winter,2021,4031730,Dept of Biological Sciences,ECOL,507,150094,15727,LAB,Y,1,3,In Person,PI
Winter,2018,30048101,Dept of Math & Stats,STAT,213,139100,10054,LAB,N,30,1,In Person,PI
Fall,2019,10141212,Department of Geoscience,GLGY,201,122140,70579,LAB,N,18,1,In Person,PI
Winter,2020,10167991,Department of Geoscience,GLGY,343,162795,20866,LAB,N,18,0.888888889,In Person,PI
Fall,2020,0,Dept of Biological Sciences,ZOOL,461,139504,74396,LAB,N,24,1,Web-Based Instruction,
Fall,2018,0,Dept of Computer Science,CPSC,502.05A,161046,71334,LAB,N,5,0.2,In Person,
Winter,2019,955180,Department of Geoscience,GOPH,509,150238,16709,LAB,Y,1,1,Independent Study,PI
Winter,2018,10009021,Department of Geoscience,GLGY,510B,150233,16842,LAB,Y,1,1,Independent Study,PI
Winter,2019,0,Dept of Chemistry,CHEM,203,104794,11503,TUT,N,100,1,In Person,
Winter,2021,4102357,Dept of Biological Sciences,CMMB,567,162112,11513,LEC,Y,10,0.6,Web-Based Instruction,PI
Fall,2021,0,Dept of Computer Science,CPSC,441,107225,70785,TUT,N,25,0.88,In Person,
Summer,2022,10188829,Dept of Physics & Astronomy,ASTR,209,102684,1213,LEC,Y,200,0.16,In Person,PI
Winter,2019,315174,Dept of Chemistry,CHEM,351,104832,11545,LEC,Y,200,0.76,In Person,PI
Winter,2019,2001700,Dept of Computer Science,CPSC,503.04,162557,12323,LEC,Y,5,0.6,In Person,PI
Winter,2020,10160679,Dept of Computer Science,CPSC,583,161196,22675,TUT,N,25,0.92,In Person,TA
Winter,2020,10182466,Dept of Biological Sciences,CMMB,507,150052,24740,LAB,Y,30,0.466666667,Independent Study,AL
Winter,2020,10084606,Faculty of Science,SCIE,311,136324,19249,TUT,N,15,1,In Person,TA
Spring,2020,30048351,Dept of Computer Science,CPSC,331,107198,30432,TUT,N,28,1,Web-Based Instruction,TA
Winter,2018,4062091,Dept of Math & Stats,STAT,600B,162993,13687,SEM,Y,15,0.933333333,In Person,PI
Fall,2020,4186011,Dept of Math & Stats,STAT,721,139234,76356,LEC,Y,35,0.628571429,Web-Based Instruction,PI
Winter,2020,10185040,Dept of Math & Stats,MATH,271,126002,18592,LEC,Y,190,1,In Person,PI
Fall,2017,0,Dept of Physics & Astronomy,PHYS,211,132690,71880,LAB,N,15,1,In Person,
